component_family,category,date,month,year,quarter,demand_units,avg_unit_price,avg_lead_time_weeks,num_orders,market_index
COMP-027,Semiconductors,2023-08-01,8,2023,3,6364,0.59,1.7,94,91.6
COMP-027,Semiconductors,2023-09-01,9,2023,3,6884,1.3,1.5,95,90.1
COMP-027,Semiconductors,2023-10-01,10,2023,4,8157,1.89,1.1,94,94.4
COMP-027,Semiconductors,2023-11-01,11,2023,4,7351,1.23,2.5,66,93.7
COMP-027,Semiconductors,2023-12-01,12,2023,4,8331,1.34,2.2,75,93.8
COMP-027,Semiconductors,2024-01-01,1,2024,1,7638,0.72,3.7,74,97.1
COMP-027,Semiconductors,2024-02-01,2,2024,1,8742,1.39,4.6,82,99.5
COMP-027,Semiconductors,2024-03-01,3,2024,1,8973,0.84,4.8,85,106.8
COMP-027,Semiconductors,2024-04-01,4,2024,2,9110,0.7,5.5,66,111.0
COMP-027,Semiconductors,2024-05-01,5,2024,2,8940,1.6,5.3,50,105.3
COMP-027,Semiconductors,2024-06-01,6,2024,2,9698,1.96,6.7,59,110.6
COMP-027,Semiconductors,2024-07-01,7,2024,3,7256,1.2,4.7,115,112.6
COMP-027,Semiconductors,2024-08-01,8,2024,3,6763,0.91,4.1,47,103.1
COMP-027,Semiconductors,2024-09-01,9,2024,3,8137,1.21,1.9,45,107.8
COMP-027,Semiconductors,2024-10-01,10,2024,4,8482,1.76,3.0,82,102.9
COMP-027,Semiconductors,2024-11-01,11,2024,4,10600,1.74,1.0,101,107.4
COMP-027,Semiconductors,2024-12-01,12,2024,4,8918,1.21,3.2,54,106.3
COMP-028,Semiconductors,2022-01-01,1,2022,1,1520,0.88,3.5,9,103.0
COMP-028,Semiconductors,2022-02-01,2,2022,1,1393,0.65,6.4,26,99.4
COMP-028,Semiconductors,2022-03-01,3,2022,1,1219,1.14,8.6,23,108.7
COMP-028,Semiconductors,2022-04-01,4,2022,2,1019,2.54,5.9,10,103.8
COMP-028,Semiconductors,2022-05-01,5,2022,2,1128,0.42,6.3,18,112.1
COMP-028,Semiconductors,2022-06-01,6,2022,2,1768,0.74,4.8,15,115.4
COMP-028,Semiconductors,2022-07-01,7,2022,3,1540,1.77,2.8,8,105.6
COMP-028,Semiconductors,2022-08-01,8,2022,3,1403,0.63,2.8,20,114.1
COMP-028,Semiconductors,2022-09-01,9,2022,3,1341,1.11,3.0,20,112.0
COMP-028,Semiconductors,2022-10-01,10,2022,4,1626,1.21,2.5,9,112.1
COMP-028,Semiconductors,2022-11-01,11,2022,4,1386,1.18,1.7,11,106.8
COMP-028,Semiconductors,2022-12-01,12,2022,4,1603,0.87,3.5,19,109.1
COMP-028,Semiconductors,2023-01-01,1,2023,1,1653,1.48,3.4,11,97.9
COMP-028,Semiconductors,2023-02-01,2,2023,1,1704,1.14,5.7,21,102.2
COMP-028,Semiconductors,2023-03-01,3,2023,1,1981,2.57,5.9,14,98.1
COMP-028,Semiconductors,2023-04-01,4,2023,2,2105,1.23,6.5,16,92.1
COMP-028,Semiconductors,2023-05-01,5,2023,2,2048,2.01,6.6,14,90.8
COMP-028,Semiconductors,2023-06-01,6,2023,2,1566,1.83,5.2,13,90.0
COMP-028,Semiconductors,2023-07-01,7,2023,3,1734,2.02,4.2,12,90.3
COMP-028,Semiconductors,2023-08-01,8,2023,3,1518,0.78,3.0,13,93.5
COMP-028,Semiconductors,2023-09-01,9,2023,3,1270,0.7,1.7,16,90.2
COMP-028,Semiconductors,2023-10-01,10,2023,4,1441,1.09,2.4,8,91.0
COMP-028,Semiconductors,2023-11-01,11,2023,4,1731,1.53,1.0,26,92.8
COMP-028,Semiconductors,2023-12-01,12,2023,4,1979,0.96,4.5,25,94.7
COMP-028,Semiconductors,2024-01-01,1,2024,1,1806,0.67,4.0,12,96.7
COMP-028,Semiconductors,2024-02-01,2,2024,1,2096,1.72,6.0,23,99.3
COMP-028,Semiconductors,2024-03-01,3,2024,1,2062,0.6,7.7,22,103.4
COMP-028,Semiconductors,2024-04-01,4,2024,2,2034,3.72,6.0,34,104.3
COMP-028,Semiconductors,2024-05-01,5,2024,2,2122,1.48,6.1,11,114.3
COMP-028,Semiconductors,2024-06-01,6,2024,2,1857,0.84,6.0,20,108.9
COMP-028,Semiconductors,2024-07-01,7,2024,3,1495,1.12,5.4,10,112.0
COMP-028,Semiconductors,2024-08-01,8,2024,3,1789,2.2,3.3,11,105.3
COMP-028,Semiconductors,2024-09-01,9,2024,3,1664,1.17,2.2,24,108.5
COMP-028,Semiconductors,2024-10-01,10,2024,4,1391,0.81,2.3,15,107.6
COMP-028,Semiconductors,2024-11-01,11,2024,4,1664,0.71,1.0,14,104.4
COMP-028,Semiconductors,2024-12-01,12,2024,4,2027,1.01,1.8,10,103.2
COMP-029,Connectors,2022-01-01,1,2022,1,3137,1.05,4.4,54,102.5
COMP-029,Connectors,2022-02-01,2,2022,1,3411,1.27,5.0,40,106.9
COMP-029,Connectors,2022-03-01,3,2022,1,2460,1.5,5.0,14,103.0
COMP-029,Connectors,2022-04-01,4,2022,2,2265,1.78,6.2,12,110.7
COMP-029,Connectors,2022-05-01,5,2022,2,2365,0.94,6.5,19,109.6
COMP-029,Connectors,2022-06-01,6,2022,2,2928,1.26,5.0,46,104.4
COMP-029,Connectors,2022-07-01,7,2022,3,3761,4.3,3.8,37,106.6
COMP-029,Connectors,2022-08-01,8,2022,3,4729,1.35,2.1,81,113.9
COMP-029,Connectors,2022-09-01,9,2022,3,3301,0.54,2.6,45,104.8
COMP-029,Connectors,2022-10-01,10,2022,4,4413,0.58,1.0,39,110.3
COMP-029,Connectors,2022-11-01,11,2022,4,3834,0.96,2.5,20,103.7
COMP-029,Connectors,2022-12-01,12,2022,4,3659,0.49,4.0,19,103.1
COMP-029,Connectors,2023-01-01,1,2023,1,3492,1.11,3.1,28,105.2
COMP-029,Connectors,2023-02-01,2,2023,1,3696,2.1,4.1,20,92.8
COMP-029,Connectors,2023-03-01,3,2023,1,3536,1.66,5.4,18,93.5
COMP-029,Connectors,2023-04-01,4,2023,2,4462,3.55,4.3,26,96.6
COMP-029,Connectors,2023-05-01,5,2023,2,3542,1.08,5.8,18,88.1
COMP-029,Connectors,2023-06-01,6,2023,2,4341,0.84,4.2,78,92.8
COMP-029,Connectors,2023-07-01,7,2023,3,4062,0.78,3.5,32,86.4
COMP-029,Connectors,2023-08-01,8,2023,3,3609,1.15,2.6,27,82.7
COMP-029,Connectors,2023-09-01,9,2023,3,3640,1.18,2.9,27,94.2
COMP-029,Connectors,2023-10-01,10,2023,4,4045,2.19,2.4,31,90.3
COMP-029,Connectors,2023-11-01,11,2023,4,3778,1.75,2.4,60,97.5
COMP-029,Connectors,2023-12-01,12,2023,4,5509,0.84,3.0,29,101.8
COMP-029,Connectors,2024-01-01,1,2024,1,3919,0.46,4.8,61,101.3
COMP-029,Connectors,2024-02-01,2,2024,1,4173,1.54,4.5,37,100.6
COMP-029,Connectors,2024-03-01,3,2024,1,4084,0.59,5.3,30,102.8
COMP-029,Connectors,2024-04-01,4,2024,2,3542,0.72,6.5,21,107.9
COMP-029,Connectors,2024-05-01,5,2024,2,5246,0.69,6.8,60,107.0
COMP-029,Connectors,2024-06-01,6,2024,2,4760,1.66,5.4,36,104.8
COMP-029,Connectors,2024-07-01,7,2024,3,3869,1.42,3.6,25,112.4
COMP-029,Connectors,2024-08-01,8,2024,3,4726,0.34,3.7,27,106.4
COMP-029,Connectors,2024-09-01,9,2024,3,5186,1.18,1.1,30,112.8
COMP-029,Connectors,2024-10-01,10,2024,4,5383,0.4,1.3,56,111.2
COMP-029,Connectors,2024-11-01,11,2024,4,5910,0.88,2.3,39,107.3
COMP-029,Connectors,2024-12-01,12,2024,4,5755,0.6,3.3,51,103.4
COMP-030,ICs,2022-01-01,1,2022,1,2397,1.17,4.5,43,104.2
COMP-030,ICs,2022-02-01,2,2022,1,2936,1.04,4.7,16,102.1
COMP-030,ICs,2022-03-01,3,2022,1,2019,1.03,5.6,27,108.7
COMP-030,ICs,2022-04-01,4,2022,2,2294,0.6,5.8,13,108.8
COMP-030,ICs,2022-05-01,5,2022,2,2315,1.3,6.4,12,113.4
COMP-030,ICs,2022-06-01,6,2022,2,2622,1.05,4.0,18,108.4
COMP-030,ICs,2022-07-01,7,2022,3,2746,0.96,4.9,46,114.9
COMP-030,ICs,2022-08-01,8,2022,3,3305,2.96,4.6,25,105.3
COMP-030,ICs,2022-09-01,9,2022,3,2882,1.0,1.0,16,109.0
COMP-030,ICs,2022-10-01,10,2022,4,2534,0.77,2.4,48,109.5
COMP-030,ICs,2022-11-01,11,2022,4,2158,0.86,1.2,16,100.4
COMP-030,ICs,2022-12-01,12,2022,4,3092,1.93,2.5,16,103.2
COMP-030,ICs,2023-01-01,1,2023,1,2949,0.42,3.1,42,101.0
COMP-030,ICs,2023-02-01,2,2023,1,2472,0.66,4.1,12,96.3
COMP-030,ICs,2023-03-01,3,2023,1,2665,1.14,4.9,18,96.7
COMP-030,ICs,2023-04-01,4,2023,2,2024,1.4,6.5,10,93.7
COMP-030,ICs,2023-05-01,5,2023,2,3206,1.13,5.3,18,89.3
COMP-030,ICs,2023-06-01,6,2023,2,2671,1.48,5.1,19,91.9
COMP-030,ICs,2023-07-01,7,2023,3,2718,0.66,4.8,46,86.8
COMP-030,ICs,2023-08-01,8,2023,3,2428,0.83,4.0,24,89.8
COMP-030,ICs,2023-09-01,9,2023,3,2488,0.62,2.0,16,93.3
COMP-030,ICs,2023-10-01,10,2023,4,2073,2.11,2.7,12,86.7
COMP-030,ICs,2023-11-01,11,2023,4,2708,0.75,3.1,21,98.2
COMP-030,ICs,2023-12-01,12,2023,4,2635,0.36,1.8,17,94.8
COMP-030,ICs,2024-01-01,1,2024,1,2563,2.38,4.1,12,95.7
COMP-030,ICs,2024-02-01,2,2024,1,3065,1.28,4.7,17,100.5
COMP-030,ICs,2024-03-01,3,2024,1,2461,0.64,6.9,25,103.6
COMP-030,ICs,2024-04-01,4,2024,2,2459,2.36,5.5,24,103.4
COMP-030,ICs,2024-05-01,5,2024,2,2330,0.54,5.6,18,112.1
COMP-030,ICs,2024-06-01,6,2024,2,2601,2.96,4.8,20,113.4
COMP-030,ICs,2024-07-01,7,2024,3,2413,0.95,5.6,36,110.6
COMP-030,ICs,2024-08-01,8,2024,3,2247,0.41,5.8,14,110.7
COMP-030,ICs,2024-09-01,9,2024,3,2504,1.4,3.0,24,111.2
COMP-030,ICs,2024-10-01,10,2024,4,2312,1.41,1.8,38,103.4
COMP-030,ICs,2024-11-01,11,2024,4,3036,1.41,3.4,23,104.5
COMP-030,ICs,2024-12-01,12,2024,4,2695,2.67,3.6,25,105.5
COMP-031,Capacitors,2022-01-01,1,2022,1,1101,0.87,4.0,11,104.8
COMP-031,Capacitors,2022-02-01,2,2022,1,1547,1.16,4.7,11,103.0
COMP-031,Capacitors,2022-03-01,3,2022,1,1061,1.27,6.1,20,104.1
COMP-031,Capacitors,2022-04-01,4,2022,2,1139,2.38,5.8,6,107.0
COMP-031,Capacitors,2022-05-01,5,2022,2,1229,0.36,6.9,6,111.8
COMP-031,Capacitors,2022-06-01,6,2022,2,1211,1.49,5.1,12,110.9
COMP-031,Capacitors,2022-07-01,7,2022,3,1895,0.55,2.6,13,109.6
COMP-031,Capacitors,2022-08-01,8,2022,3,1538,0.7,1.0,9,114.5
COMP-031,Capacitors,2022-09-01,9,2022,3,1565,1.3,3.0,8,108.8
COMP-031,Capacitors,2022-10-01,10,2022,4,1466,1.45,1.0,19,99.5
COMP-031,Capacitors,2022-11-01,11,2022,4,1472,0.65,4.1,7,107.6
COMP-031,Capacitors,2022-12-01,12,2022,4,1930,0.46,3.5,18,104.5
COMP-031,Capacitors,2023-01-01,1,2023,1,1741,0.32,3.3,10,97.7
COMP-031,Capacitors,2023-02-01,2,2023,1,1629,0.75,6.1,18,97.5
COMP-031,Capacitors,2023-03-01,3,2023,1,1856,0.76,6.1,10,99.9
COMP-031,Capacitors,2023-04-01,4,2023,2,1925,3.67,4.9,12,91.9
COMP-031,Capacitors,2023-05-01,5,2023,2,2075,0.46,4.4,11,97.7
COMP-031,Capacitors,2023-06-01,6,2023,2,1808,0.44,7.0,10,91.7
COMP-031,Capacitors,2023-07-01,7,2023,3,2064,0.55,5.5,38,87.8
COMP-031,Capacitors,2023-08-01,8,2023,3,1648,0.47,3.1,8,93.5
COMP-031,Capacitors,2023-09-01,9,2023,3,1287,0.2,2.5,14,90.5
COMP-031,Capacitors,2023-10-01,10,2023,4,1804,1.34,3.1,25,95.0
COMP-031,Capacitors,2023-11-01,11,2023,4,1781,1.0,1.1,23,95.0
COMP-031,Capacitors,2023-12-01,12,2023,4,1802,0.37,2.3,14,98.0
COMP-031,Capacitors,2024-01-01,1,2024,1,1958,0.53,4.8,12,106.1
COMP-031,Capacitors,2024-02-01,2,2024,1,2309,0.71,4.4,15,94.4
COMP-031,Capacitors,2024-03-01,3,2024,1,1857,1.68,6.0,26,106.5
COMP-031,Capacitors,2024-04-01,4,2024,2,2515,0.44,6.4,48,106.2
COMP-031,Capacitors,2024-05-01,5,2024,2,1916,1.47,6.2,17,107.7
COMP-031,Capacitors,2024-06-01,6,2024,2,2250,1.14,3.7,17,108.5
COMP-031,Capacitors,2024-07-01,7,2024,3,2070,0.81,4.9,30,110.5
COMP-031,Capacitors,2024-08-01,8,2024,3,2101,1.02,2.5,34,102.0
COMP-031,Capacitors,2024-09-01,9,2024,3,1638,0.53,2.2,13,109.2
COMP-031,Capacitors,2024-10-01,10,2024,4,1859,1.21,3.7,10,106.8
COMP-031,Capacitors,2024-11-01,11,2024,4,2444,1.67,2.6,27,103.6
COMP-031,Capacitors,2024-12-01,12,2024,4,2315,1.13,2.2,19,104.7
COMP-032,Resistors,2022-01-01,1,2022,1,9362,0.24,5.4,96,104.8
COMP-032,Resistors,2022-02-01,2,2022,1,10177,2.49,3.8,65,102.1
COMP-032,Resistors,2022-03-01,3,2022,1,7067,0.98,6.9,79,104.7
COMP-032,Resistors,2022-04-01,4,2022,2,5495,0.92,6.9,33,106.9
COMP-032,Resistors,2022-05-01,5,2022,2,6005,1.05,4.3,70,112.8
COMP-032,Resistors,2022-06-01,6,2022,2,8606,0.71,5.7,45,104.5
COMP-032,Resistors,2022-07-01,7,2022,3,10828,3.49,4.0,80,113.9
COMP-032,Resistors,2022-08-01,8,2022,3,4159,1.22,2.5,31,110.7
COMP-032,Resistors,2022-09-01,9,2022,3,6969,0.59,1.9,54,106.9
COMP-032,Resistors,2022-10-01,10,2022,4,6755,0.4,1.0,39,103.3
COMP-032,Resistors,2022-11-01,11,2022,4,7534,0.99,1.0,104,108.5
COMP-032,Resistors,2022-12-01,12,2022,4,10627,1.12,3.1,56,101.4
COMP-032,Resistors,2023-01-01,1,2023,1,7123,0.95,4.6,138,98.2
COMP-032,Resistors,2023-02-01,2,2023,1,8563,0.37,5.5,70,100.3
COMP-032,Resistors,2023-03-01,3,2023,1,9524,0.71,7.6,55,89.6
COMP-032,Resistors,2023-04-01,4,2023,2,9622,1.12,5.7,53,94.1
COMP-032,Resistors,2023-05-01,5,2023,2,8472,1.31,5.5,86,89.5
COMP-032,Resistors,2023-06-01,6,2023,2,8477,0.46,4.6,107,89.0
COMP-032,Resistors,2023-07-01,7,2023,3,6307,0.33,3.8,64,90.3
COMP-032,Resistors,2023-08-01,8,2023,3,7112,0.95,2.6,39,88.6
COMP-032,Resistors,2023-09-01,9,2023,3,5969,1.28,3.7,44,87.6
COMP-032,Resistors,2023-10-01,10,2023,4,7364,4.45,2.3,79,91.8
COMP-032,Resistors,2023-11-01,11,2023,4,7228,0.95,1.3,97,88.2
COMP-032,Resistors,2023-12-01,12,2023,4,7349,0.62,3.3,64,99.1
COMP-032,Resistors,2024-01-01,1,2024,1,6898,0.77,4.9,40,94.3
COMP-032,Resistors,2024-02-01,2,2024,1,8150,0.76,4.8,41,102.9
COMP-032,Resistors,2024-03-01,3,2024,1,7941,1.43,5.7,91,100.3
COMP-032,Resistors,2024-04-01,4,2024,2,11741,0.86,6.2,148,109.2
COMP-032,Resistors,2024-05-01,5,2024,2,7220,1.22,4.4,87,102.1
COMP-032,Resistors,2024-06-01,6,2024,2,7896,1.57,3.7,60,109.2
COMP-032,Resistors,2024-07-01,7,2024,3,7438,0.95,5.9,58,109.0
COMP-032,Resistors,2024-08-01,8,2024,3,4699,2.46,2.7,24,108.8
COMP-032,Resistors,2024-09-01,9,2024,3,5534,4.5,2.0,73,109.8
COMP-032,Resistors,2024-10-01,10,2024,4,6802,2.47,1.0,38,100.2
COMP-032,Resistors,2024-11-01,11,2024,4,6027,3.7,2.0,76,105.9
COMP-032,Resistors,2024-12-01,12,2024,4,7465,0.66,3.3,53,95.3
COMP-033,Capacitors,2022-01-01,1,2022,1,5283,1.79,2.5,28,102.4
COMP-033,Capacitors,2022-02-01,2,2022,1,5345,0.99,4.6,68,103.2
COMP-033,Capacitors,2022-03-01,3,2022,1,4360,2.92,6.5,62,106.8
COMP-033,Capacitors,2022-04-01,4,2022,2,4263,0.5,5.9,33,103.5
COMP-033,Capacitors,2022-05-01,5,2022,2,4069,3.87,3.6,67,108.5
COMP-033,Capacitors,2022-06-01,6,2022,2,5449,0.67,5.2,56,103.0
COMP-033,Capacitors,2022-07-01,7,2022,3,6366,1.23,3.1,94,108.2
COMP-033,Capacitors,2022-08-01,8,2022,3,5238,2.78,3.5,72,106.4
COMP-033,Capacitors,2022-09-01,9,2022,3,6373,3.51,2.6,77,110.6
COMP-033,Capacitors,2022-10-01,10,2022,4,5779,0.5,2.4,45,108.1
COMP-033,Capacitors,2022-11-01,11,2022,4,5879,2.03,2.8,35,106.4
COMP-033,Capacitors,2022-12-01,12,2022,4,6424,0.82,3.1,54,102.3
COMP-033,Capacitors,2023-01-01,1,2023,1,5610,2.77,3.7,28,98.4
COMP-033,Capacitors,2023-02-01,2,2023,1,5804,1.13,4.5,31,97.7
COMP-033,Capacitors,2023-03-01,3,2023,1,6618,1.13,6.1,42,96.0
COMP-033,Capacitors,2023-04-01,4,2023,2,5550,0.56,7.7,31,95.0
COMP-033,Capacitors,2023-05-01,5,2023,2,6180,0.59,5.8,99,91.2
COMP-033,Capacitors,2023-06-01,6,2023,2,5465,1.56,5.2,28,91.0
COMP-033,Capacitors,2023-07-01,7,2023,3,6098,1.49,3.5,74,87.7
COMP-033,Capacitors,2023-08-01,8,2023,3,5762,3.42,3.2,29,82.6
COMP-033,Capacitors,2023-09-01,9,2023,3,6076,0.68,3.0,69,88.1
COMP-033,Capacitors,2023-10-01,10,2023,4,6538,1.56,1.4,52,91.0
COMP-033,Capacitors,2023-11-01,11,2023,4,5257,0.89,3.9,31,96.0
COMP-033,Capacitors,2023-12-01,12,2023,4,7494,0.61,3.3,39,97.7
COMP-033,Capacitors,2024-01-01,1,2024,1,6489,1.56,4.7,56,98.6
COMP-033,Capacitors,2024-02-01,2,2024,1,5896,0.49,4.8,49,103.3
COMP-033,Capacitors,2024-03-01,3,2024,1,6184,1.04,6.2,35,103.6
COMP-033,Capacitors,2024-04-01,4,2024,2,7036,0.87,5.6,43,111.4
COMP-033,Capacitors,2024-05-01,5,2024,2,6572,1.37,4.9,48,109.3
COMP-033,Capacitors,2024-06-01,6,2024,2,7204,1.03,3.3,47,110.3
COMP-033,Capacitors,2024-07-01,7,2024,3,5423,1.13,5.3,99,110.9
COMP-033,Capacitors,2024-08-01,8,2024,3,5343,1.83,2.2,52,105.0
COMP-033,Capacitors,2024-09-01,9,2024,3,5767,1.41,1.8,29,109.4
COMP-033,Capacitors,2024-10-01,10,2024,4,7908,1.47,1.3,94,102.1
COMP-033,Capacitors,2024-11-01,11,2024,4,7046,1.4,3.6,66,107.3
COMP-033,Capacitors,2024-12-01,12,2024,4,7918,1.76,2.9,73,108.2
COMP-034,ICs,2022-01-01,1,2022,1,4466,1.31,4.3,66,102.8
COMP-034,ICs,2022-02-01,2,2022,1,4239,1.2,3.8,22,106.0
COMP-034,ICs,2022-03-01,3,2022,1,3115,1.32,4.6,31,103.0
COMP-034,ICs,2022-04-01,4,2022,2,3291,0.51,5.4,28,110.5
COMP-034,ICs,2022-05-01,5,2022,2,3377,1.01,6.2,18,105.1
COMP-034,ICs,2022-06-01,6,2022,2,5491,1.1,7.0,37,109.2
COMP-034,ICs,2022-07-01,7,2022,3,6345,1.13,4.4,51,105.1
COMP-034,ICs,2022-08-01,8,2022,3,6025,0.92,2.7,41,103.8
COMP-034,ICs,2022-09-01,9,2022,3,4655,0.42,1.8,62,109.1
COMP-034,ICs,2022-10-01,10,2022,4,6758,0.7,1.0,48,109.5
COMP-034,ICs,2022-11-01,11,2022,4,6037,1.54,3.5,49,103.9
COMP-034,ICs,2022-12-01,12,2022,4,5789,1.86,3.6,46,98.6
COMP-034,ICs,2023-01-01,1,2023,1,4643,1.99,5.0,25,103.6
COMP-034,ICs,2023-02-01,2,2023,1,5089,1.69,5.2,39,105.3
COMP-034,ICs,2023-03-01,3,2023,1,6438,1.07,6.5,45,92.3
COMP-034,ICs,2023-04-01,4,2023,2,6020,1.54,6.8,62,95.5
COMP-034,ICs,2023-05-01,5,2023,2,5582,1.39,4.2,29,88.8
COMP-034,ICs,2023-06-01,6,2023,2,7283,0.6,6.3,79,86.3
COMP-034,ICs,2023-07-01,7,2023,3,6611,2.17,4.3,50,86.1
COMP-034,ICs,2023-08-01,8,2023,3,4757,0.66,2.9,24,91.1
COMP-034,ICs,2023-09-01,9,2023,3,5024,1.39,2.4,98,92.5
COMP-034,ICs,2023-10-01,10,2023,4,5954,1.35,1.9,45,89.5
COMP-034,ICs,2023-11-01,11,2023,4,5968,1.07,1.5,31,96.9
COMP-034,ICs,2023-12-01,12,2023,4,5228,1.07,2.3,70,94.7
COMP-034,ICs,2024-01-01,1,2024,1,6667,3.22,3.1,88,97.4
COMP-034,ICs,2024-02-01,2,2024,1,7106,0.64,5.5,46,102.0
COMP-034,ICs,2024-03-01,3,2024,1,5491,1.57,4.9,61,106.4
COMP-034,ICs,2024-04-01,4,2024,2,5415,0.95,5.2,34,110.6
COMP-034,ICs,2024-05-01,5,2024,2,7954,0.69,4.3,121,108.8
COMP-034,ICs,2024-06-01,6,2024,2,7988,0.62,5.8,80,112.9
COMP-034,ICs,2024-07-01,7,2024,3,5523,1.02,5.0,46,103.6
COMP-034,ICs,2024-08-01,8,2024,3,5585,1.89,5.2,67,115.3
COMP-034,ICs,2024-09-01,9,2024,3,4783,0.65,1.4,85,106.5
COMP-034,ICs,2024-10-01,10,2024,4,5926,1.11,1.4,33,106.6
COMP-034,ICs,2024-11-01,11,2024,4,5541,1.0,1.0,62,99.2
COMP-034,ICs,2024-12-01,12,2024,4,7599,0.51,1.2,47,106.0
COMP-035,Semiconductors,2022-01-01,1,2022,1,2360,0.88,6.1,29,101.1
COMP-035,Semiconductors,2022-02-01,2,2022,1,2082,0.69,5.8,29,99.9
COMP-035,Semiconductors,2022-03-01,3,2022,1,2276,1.32,6.2,41,103.9
COMP-035,Semiconductors,2022-04-01,4,2022,2,1851,1.52,6.0,26,110.8
COMP-035,Semiconductors,2022-05-01,5,2022,2,1715,2.18,6.5,15,109.7
COMP-035,Semiconductors,2022-06-01,6,2022,2,2418,2.11,3.8,21,108.3
COMP-035,Semiconductors,2022-07-01,7,2022,3,3685,1.28,3.2,26,113.5
COMP-035,Semiconductors,2022-08-01,8,2022,3,2622,0.82,1.6,16,104.2
COMP-035,Semiconductors,2022-09-01,9,2022,3,3044,0.61,2.0,19,117.2
COMP-035,Semiconductors,2022-10-01,10,2022,4,3364,0.88,4.7,19,105.0
COMP-035,Semiconductors,2022-11-01,11,2022,4,3152,0.87,2.1,17,110.6
COMP-035,Semiconductors,2022-12-01,12,2022,4,3441,1.09,1.3,34,97.8
COMP-035,Semiconductors,2023-01-01,1,2023,1,3453,1.46,3.4,35,99.9
COMP-035,Semiconductors,2023-02-01,2,2023,1,3752,0.76,6.2,32,100.0
COMP-035,Semiconductors,2023-03-01,3,2023,1,3968,2.31,5.4,32,99.6
COMP-035,Semiconductors,2023-04-01,4,2023,2,3384,1.22,6.4,60,92.8
COMP-035,Semiconductors,2023-05-01,5,2023,2,3254,0.59,4.9,22,92.2
COMP-035,Semiconductors,2023-06-01,6,2023,2,3280,1.85,4.0,31,89.9
COMP-035,Semiconductors,2023-07-01,7,2023,3,3535,0.74,2.8,49,91.8
COMP-035,Semiconductors,2023-08-01,8,2023,3,2935,1.87,4.0,16,92.4
COMP-035,Semiconductors,2023-09-01,9,2023,3,3455,1.98,2.9,40,91.8
COMP-035,Semiconductors,2023-10-01,10,2023,4,3695,0.8,1.8,33,94.9
COMP-035,Semiconductors,2023-11-01,11,2023,4,4073,1.76,1.9,42,99.8
COMP-035,Semiconductors,2023-12-01,12,2023,4,3213,0.88,2.5,21,99.9
COMP-035,Semiconductors,2024-01-01,1,2024,1,3960,0.67,4.2,29,102.3
COMP-035,Semiconductors,2024-02-01,2,2024,1,4083,1.26,4.1,26,99.5
COMP-035,Semiconductors,2024-03-01,3,2024,1,3827,1.78,5.5,64,102.4
COMP-035,Semiconductors,2024-04-01,4,2024,2,4146,1.14,6.9,37,108.5
COMP-035,Semiconductors,2024-05-01,5,2024,2,3199,1.38,6.7,35,106.8
COMP-035,Semiconductors,2024-06-01,6,2024,2,3843,1.43,4.2,27,106.1
COMP-035,Semiconductors,2024-07-01,7,2024,3,4794,0.86,4.6,81,111.6
COMP-035,Semiconductors,2024-08-01,8,2024,3,3276,1.98,3.3,18,110.5
COMP-035,Semiconductors,2024-09-01,9,2024,3,3521,1.48,2.4,60,112.7
COMP-035,Semiconductors,2024-10-01,10,2024,4,4692,0.92,2.8,51,108.9
COMP-035,Semiconductors,2024-11-01,11,2024,4,5363,0.85,1.3,34,104.5
COMP-035,Semiconductors,2024-12-01,12,2024,4,4850,1.37,2.4,62,106.3
COMP-036,Resistors,2022-01-01,1,2022,1,1093,0.77,4.6,12,101.2
COMP-036,Resistors,2022-02-01,2,2022,1,971,0.93,4.5,10,107.6
COMP-036,Resistors,2022-03-01,3,2022,1,783,1.53,5.8,4,108.7
COMP-036,Resistors,2022-04-01,4,2022,2,729,1.34,6.3,6,99.7
COMP-036,Resistors,2022-05-01,5,2022,2,843,0.84,6.3,9,104.8
COMP-036,Resistors,2022-06-01,6,2022,2,1038,0.6,5.2,10,109.1
COMP-036,Resistors,2022-07-01,7,2022,3,1277,0.78,4.3,14,111.8
COMP-036,Resistors,2022-08-01,8,2022,3,1241,1.25,2.9,6,109.4
COMP-036,Resistors,2022-09-01,9,2022,3,1205,1.23,1.1,7,109.5
COMP-036,Resistors,2022-10-01,10,2022,4,1165,0.94,1.6,11,104.5
COMP-036,Resistors,2022-11-01,11,2022,4,1365,1.14,3.5,8,102.8
COMP-036,Resistors,2022-12-01,12,2022,4,1250,1.39,2.5,22,110.6
COMP-036,Resistors,2023-01-01,1,2023,1,1263,0.59,6.6,7,98.8
COMP-036,Resistors,2023-02-01,2,2023,1,1141,2.21,5.9,10,96.7
COMP-036,Resistors,2023-03-01,3,2023,1,1396,0.83,5.6,10,93.1
COMP-036,Resistors,2023-04-01,4,2023,2,1347,1.74,5.3,12,95.2
COMP-036,Resistors,2023-05-01,5,2023,2,1170,1.09,5.7,17,91.3
COMP-036,Resistors,2023-06-01,6,2023,2,1523,1.48,6.8,12,95.7
COMP-036,Resistors,2023-07-01,7,2023,3,1260,2.15,5.2,15,92.2
COMP-036,Resistors,2023-08-01,8,2023,3,1101,0.82,2.7,18,89.1
COMP-036,Resistors,2023-09-01,9,2023,3,1305,0.47,2.4,13,92.6
COMP-036,Resistors,2023-10-01,10,2023,4,1308,0.81,1.6,12,94.4
COMP-036,Resistors,2023-11-01,11,2023,4,1640,1.32,4.1,10,94.3
