component_id,category,manufacturer,package_type,years_since_introduction,technology_node_nm,num_alternative_parts,num_authorized_distributors,monthly_demand_units,demand_trend_6m,demand_trend_12m,avg_lead_time_weeks,lead_time_increase_pct,price_trend_6m,num_pcn_notices,last_pcn_months_ago,manufacturer_financial_health,num_design_wins,cross_reference_count,rohs_compliant,automotive_qualified,military_grade,lifecycle_stage,will_go_eol_12m
CMP-04018,Capacitors,Broadcom,SMD-0402,0.5,14,3,4,477,0.025,0.295,7.2,-11.5,0.024,0,1.0,62.7,58,4,1,1,0,Active,0
CMP-04019,Capacitors,ON Semi,SOIC,1.7,40,4,6,33,0.156,0.051,34.1,11.1,0.128,0,8.0,71.1,15,6,1,1,0,Active,0
CMP-04020,Resistors,Samsung,SOT-23,9.4,130,3,6,1310,0.059,-0.16,8.3,3.0,0.152,0,13.0,47.7,11,3,1,0,0,Declining,0
CMP-04021,Capacitors,Samsung,CSP,0.5,28,2,3,10,-0.1,-0.312,13.6,5.8,-0.034,0,12.0,84.3,2,1,1,0,0,Active,0
CMP-04022,Inductors,Texas Instruments,SMD-0805,5.1,28,4,5,10851,0.159,-0.172,10.0,23.3,-0.014,1,31.0,74.2,3,5,0,0,0,Mature,0
CMP-04023,Transistors,STMicro,TSSOP,8.7,180,1,4,134,-0.108,-0.303,30.1,15.5,0.089,0,7.0,49.5,19,1,1,0,1,Mature,0
CMP-04024,Inductors,ROHM,SMD-0805,11.6,28,2,6,2626,-0.108,-0.173,10.6,-4.6,0.036,1,0.0,30.9,14,4,1,0,0,Declining,0
CMP-04025,Transistors,Intel,SMD-0603,4.8,65,3,5,5749,-0.025,0.069,7.8,0.3,,0,12.0,65.9,5,5,1,1,0,Active,0
CMP-04026,Resistors,Murata,QFN,8.0,90,5,1,5692,-0.218,0.194,8.1,15.3,0.207,0,13.0,56.4,4,6,1,1,0,Declining,0
CMP-04027,Semiconductors,TDK,TO-220,6.2,90,1,2,39446,0.15,-0.064,15.3,-20.0,0.099,0,19.0,49.5,2,4,0,0,0,Active,0
CMP-04028,Diodes,Samsung,SMD-0805,0.5,250,5,4,466,-0.026,-0.176,17.3,-8.1,0.105,0,18.0,56.2,3,0,1,0,0,Active,0
CMP-04029,Resistors,ROHM,CSP,10.9,130,4,3,2791,-0.008,-0.129,20.7,6.7,-0.013,3,60.0,84.9,13,1,1,0,1,Declining,0
CMP-04030,Inductors,Vishay,SMD-0603,1.5,65,1,8,1148,0.318,-0.186,8.6,9.8,0.19,0,30.0,46.7,39,4,1,0,0,Active,0
CMP-04031,Capacitors,Infineon,SMD-0402,0.5,180,3,11,1084,0.082,-0.504,6.2,12.0,0.038,1,18.0,77.8,7,6,1,0,0,Active,0
CMP-04032,Semiconductors,Renesas,SMD-0805,4.8,180,1,5,1461,-0.165,-0.135,10.6,17.8,-0.063,0,49.0,,1,3,1,0,1,Mature,0
CMP-04033,ICs,Broadcom,TO-220,16.1,250,3,4,184,0.2,0.011,15.8,26.0,-0.01,1,1.0,63.7,11,2,1,0,0,Last Buy,1
CMP-04034,Semiconductors,STMicro,SOIC,1.3,90,5,4,3979,0.028,0.07,26.3,7.6,0.015,0,15.0,75.9,12,1,1,0,0,Mature,0
CMP-04035,ICs,Texas Instruments,SOT-23,0.5,22,4,7,474,-0.167,0.367,10.5,-8.0,0.135,0,8.0,61.4,20,3,1,0,1,Active,0
CMP-04036,ICs,Intel,TSSOP,0.9,90,3,4,11540,0.032,-0.006,21.6,3.8,0.076,0,58.0,68.0,2,0,0,0,0,Active,0
CMP-04037,Diodes,Samsung,BGA,3.6,14,5,5,1150,-0.001,0.123,5.7,-5.8,0.056,1,5.0,74.0,8,1,0,0,0,Active,0
CMP-04038,Inductors,Texas Instruments,SMD-0805,6.9,28,4,4,1613,-0.19,-0.107,12.0,-1.2,-0.076,0,5.0,69.9,2,2,1,1,0,Active,0
CMP-04039,Connectors,Analog Devices,BGA,1.7,14,5,11,3793,0.045,-0.038,5.0,7.6,-0.078,0,1.0,70.1,12,2,1,1,0,Active,0
CMP-04040,Transistors,ROHM,BGA,13.0,180,5,7,478,0.074,0.058,10.3,34.4,0.002,0,3.0,85.5,1,4,1,0,0,EOL Announced,1
CMP-04041,Capacitors,STMicro,BGA,11.2,28,2,8,33,-0.328,0.048,23.7,6.7,-0.069,2,7.0,45.7,3,6,0,0,0,Last Buy,0
CMP-04042,Resistors,Infineon,CSP,9.5,90,5,8,19647,-0.011,0.315,19.8,-15.5,-0.048,1,8.0,65.0,25,1,1,1,0,Mature,0
CMP-04043,Connectors,Murata,CSP,5.3,65,8,2,13561,0.187,0.056,7.0,-11.0,0.088,0,1.0,80.6,24,5,1,0,0,Mature,0
CMP-04044,Resistors,ROHM,DIP,3.6,14,6,3,745,-0.068,0.431,8.5,31.6,-0.085,0,34.0,100.0,16,2,1,0,0,Declining,0
CMP-04045,Resistors,Renesas,BGA,3.8,65,4,5,357,0.059,-0.098,5.7,30.0,0.178,0,6.0,71.8,15,2,1,0,0,Active,0
CMP-04046,Capacitors,Samsung,DIP,5.6,65,10,2,17,0.057,-0.619,9.7,-15.5,0.004,0,19.0,67.8,14,3,0,0,0,Active,0
CMP-04047,Connectors,Microchip,SOT-23,0.6,130,3,5,2475,-0.354,0.341,20.6,32.2,-0.012,0,36.0,51.4,2,4,1,0,1,Mature,0
CMP-04048,Transistors,Renesas,BGA,9.2,14,1,4,92,-0.075,-0.109,4.3,18.5,0.184,0,35.0,56.5,10,4,1,0,0,Mature,0
CMP-04049,Capacitors,ROHM,SMD-0603,3.5,28,7,9,1992,0.142,0.069,20.5,-20.0,0.045,0,9.0,74.6,1,7,1,0,0,Mature,0
CMP-04050,ICs,Infineon,BGA,2.0,90,8,9,928,0.072,0.341,2.5,9.7,-0.085,1,9.0,85.6,32,8,1,0,0,Active,0
CMP-04051,Inductors,Intel,QFP,2.6,10,9,6,672,0.153,-0.176,3.9,-12.6,-0.104,2,14.0,75.0,6,1,1,1,1,Active,0
CMP-04052,Transistors,TDK,CSP,1.6,22,3,5,702,,-0.012,3.2,-12.8,-0.064,0,4.0,93.8,6,7,1,1,0,Mature,0
CMP-04053,Connectors,STMicro,QFN,18.5,22,4,6,1166,0.178,0.034,9.5,4.9,0.161,2,15.0,42.1,6,3,1,1,0,Last Buy,0
CMP-04054,Diodes,Intel,SMD-0603,1.5,65,3,7,45,0.163,0.075,7.1,-4.8,-0.112,0,60.0,97.6,20,2,1,1,0,Active,0
CMP-04055,Semiconductors,Murata,TO-220,17.2,28,6,11,12568,0.278,0.577,26.2,-2.7,0.129,1,15.0,90.1,4,2,1,1,0,Declining,0
CMP-04056,Diodes,Infineon,SMD-0805,6.8,65,4,5,354,0.235,0.01,14.4,32.2,0.07,0,17.0,39.1,27,3,1,1,1,Mature,0
CMP-04057,Semiconductors,ON Semi,SOT-23,16.2,250,4,8,578,0.007,-0.11,6.6,-0.5,0.029,1,1.0,75.2,5,2,1,0,0,Last Buy,1
CMP-04058,Transistors,Murata,SOT-23,5.1,130,2,3,121,-0.273,0.205,12.1,-4.1,0.135,0,8.0,65.0,3,3,1,1,0,Active,0
CMP-04059,ICs,Analog Devices,QFP,21.0,28,3,2,2379,-0.088,-0.279,8.4,-1.7,0.04,0,6.0,50.5,3,0,1,0,0,EOL Announced,0
CMP-04060,Capacitors,Broadcom,QFP,1.9,40,6,4,1505,-0.08,0.399,10.4,33.3,0.071,1,11.0,69.8,18,4,1,0,1,Active,0
CMP-04061,Capacitors,NXP,QFP,6.5,22,1,5,16,-0.065,-0.01,11.5,16.2,0.061,0,16.0,78.2,3,3,1,0,0,Active,0
CMP-04062,Diodes,Samsung,QFP,1.1,7,5,4,4051,-0.105,-0.165,23.8,6.9,0.053,0,3.0,91.7,44,5,1,1,0,Active,0
CMP-04063,Capacitors,TDK,QFP,4.7,28,6,4,26101,0.188,-0.046,37.4,13.0,0.155,0,2.0,51.6,10,3,1,1,0,Active,0
CMP-04064,Transistors,Microchip,SMD-0402,6.7,28,5,2,781,0.006,-0.479,21.7,-10.6,-0.212,0,8.0,55.8,2,6,1,0,0,Active,0
CMP-04065,Semiconductors,STMicro,SOIC,7.4,65,4,5,36,0.032,-0.376,7.5,43.6,0.131,0,33.0,100.0,0,3,1,0,0,Declining,0
CMP-04066,Semiconductors,Vishay,CSP,3.6,180,2,11,315,-0.039,-0.095,11.0,1.6,0.051,0,2.0,94.5,4,2,1,0,0,Active,0
CMP-04067,ICs,Microchip,SOT-23,0.6,180,3,7,104,-0.117,0.113,9.2,32.5,-0.071,0,9.0,,0,2,1,1,0,Mature,0
CMP-04068,Inductors,Infineon,QFP,8.5,14,4,2,3334,0.082,-0.308,4.0,13.7,-0.081,3,15.0,60.1,20,3,1,0,0,Declining,0
CMP-04069,Transistors,Renesas,SMD-0805,5.4,65,5,7,602,0.015,-0.121,12.5,5.6,-0.038,1,3.0,87.3,2,6,1,1,0,Mature,0
CMP-04070,Capacitors,Analog Devices,TSSOP,1.2,10,3,6,1513,0.179,0.098,18.7,8.4,,0,3.0,76.9,65,4,1,1,0,Active,0
CMP-04071,Inductors,ON Semi,SMD-0402,22.0,65,3,6,20670,0.195,0.102,4.2,4.9,-0.125,0,16.0,42.9,14,2,1,1,0,EOL Announced,1
CMP-04072,Connectors,Vishay,SMD-0603,24.9,14,4,11,2183,0.04,-0.14,7.5,17.1,-0.097,0,15.0,57.5,37,2,1,0,0,Declining,0
CMP-04073,Connectors,Broadcom,TSSOP,15.5,180,4,4,99,0.033,0.12,6.9,7.1,0.074,0,25.0,72.7,1,4,1,0,0,Last Buy,0
CMP-04074,Inductors,Broadcom,SMD-0603,14.9,130,7,3,564,-0.058,-0.062,14.4,-3.4,-0.031,0,6.0,58.3,3,3,1,1,0,EOL Announced,1
CMP-04075,Connectors,Microchip,DIP,0.8,10,7,4,889,0.195,-0.003,16.4,9.8,-0.023,0,15.0,77.8,5,4,1,1,0,Active,0
CMP-04076,Resistors,Analog Devices,CSP,30.0,90,6,1,122,0.141,-0.099,37.9,12.5,-0.073,0,40.0,59.4,17,1,1,1,0,EOL Announced,1
CMP-04077,Capacitors,Samsung,SOIC,4.1,65,5,6,5996,0.085,0.111,12.5,6.9,,2,10.0,78.2,14,6,1,1,0,Active,0
CMP-04078,Diodes,Samsung,TSSOP,1.4,40,3,4,4627,-0.023,0.003,20.3,-12.7,-0.189,1,8.0,53.7,1,3,1,0,1,Active,0
CMP-04079,Capacitors,STMicro,SMD-0603,13.4,65,6,3,105,0.062,-0.13,11.3,-15.7,0.016,1,31.0,51.5,24,4,0,0,0,Last Buy,0
CMP-04080,Inductors,Microchip,QFP,2.0,90,3,7,501,0.099,0.037,9.6,5.5,0.012,0,27.0,68.2,1,8,1,0,0,Active,0
CMP-04081,Capacitors,ON Semi,SOT-23,6.0,130,2,5,4158,-0.113,0.236,9.6,-10.4,0.045,1,7.0,72.0,16,1,1,1,0,Active,0
CMP-04082,Inductors,Samsung,DIP,1.1,90,4,4,2280,0.021,-0.597,16.2,20.1,0.046,1,6.0,54.2,10,3,1,1,0,Active,0
CMP-04083,Diodes,Vishay,QFN,5.1,65,3,3,1857,-0.134,0.03,9.8,-6.2,0.017,1,18.0,97.3,4,0,1,0,0,Declining,0
CMP-04084,Capacitors,ON Semi,SMD-0402,6.5,130,4,0,172,-0.056,-0.239,5.1,15.0,-0.01,0,6.0,,17,1,1,1,1,Mature,0
CMP-04085,Semiconductors,Broadcom,QFN,4.7,250,5,4,264,0.073,-0.279,12.5,-7.3,-0.038,0,10.0,78.0,19,3,1,1,0,Declining,0
CMP-04086,Semiconductors,Analog Devices,QFN,0.6,28,5,4,90,0.174,-0.413,14.3,14.7,-0.075,1,12.0,69.4,27,6,1,0,0,Active,0
CMP-04087,Connectors,Renesas,QFP,5.3,14,3,2,304,-0.06,0.036,11.3,3.0,-0.196,1,31.0,75.4,7,2,1,0,0,Declining,0
CMP-04088,Transistors,Vishay,QFN,5.1,90,7,5,160,-0.199,0.068,11.5,19.4,0.008,1,51.0,40.2,3,5,1,1,0,Declining,0
CMP-04089,Semiconductors,Murata,QFN,2.4,250,7,4,182343,0.001,0.21,14.8,7.7,0.066,0,14.0,85.1,9,2,1,0,0,Active,0
CMP-04090,Diodes,Analog Devices,SMD-0603,20.4,14,7,6,12311,0.017,-0.104,9.4,1.2,-0.077,0,16.0,88.8,0,6,1,0,0,Last Buy,0
CMP-04091,Capacitors,Intel,CSP,4.3,40,9,4,6842,-0.124,0.314,15.3,9.8,-0.094,1,9.0,73.3,0,3,1,0,0,Mature,0
CMP-04092,Resistors,ON Semi,TO-220,16.0,10,3,4,13951,-0.076,0.008,13.6,-13.2,-0.047,1,9.0,82.6,36,1,1,0,1,EOL Announced,1
CMP-04093,ICs,Broadcom,DIP,0.9,90,4,2,12963,-0.015,-0.201,14.1,26.8,-0.033,0,22.0,78.1,13,4,1,0,0,Active,0
CMP-04094,Capacitors,Texas Instruments,QFN,3.1,180,1,2,201,0.139,0.011,21.9,-2.2,-0.069,0,60.0,73.6,17,1,1,0,0,Active,0
CMP-04095,Resistors,Intel,TSSOP,1.6,40,2,5,4571,-0.187,-0.359,16.1,3.5,-0.02,1,1.0,50.4,27,4,1,0,0,Active,0
CMP-04096,Semiconductors,Analog Devices,SOIC,4.2,40,4,2,783,-0.026,0.029,3.9,-3.0,0.08,0,26.0,55.5,10,0,0,1,1,Mature,0
CMP-04097,Semiconductors,Broadcom,SMD-0805,0.9,180,0,6,105,0.209,-0.088,18.6,16.0,0.029,0,9.0,66.0,1,1,1,0,0,Active,0
CMP-04098,Capacitors,Broadcom,DIP,4.7,14,4,1,3008,-0.092,0.313,25.5,12.1,-0.279,0,10.0,64.0,3,1,1,0,0,Active,0
CMP-04099,Semiconductors,Microchip,SOIC,3.5,180,5,1,2095,0.076,-0.223,25.6,26.5,0.009,1,7.0,75.2,129,5,1,0,0,Mature,0
CMP-04100,Inductors,Broadcom,SMD-0805,2.0,40,4,2,444,-0.0,-0.659,28.0,-8.9,-0.036,0,14.0,76.3,21,7,1,0,0,Active,0
CMP-04101,Resistors,Intel,QFN,8.2,65,6,5,1996,0.09,-0.166,15.3,-2.5,-0.043,1,16.0,77.7,1,2,1,0,0,Declining,0
CMP-04102,Connectors,ON Semi,TO-220,24.1,65,5,5,1107,0.003,-0.089,13.4,-2.4,-0.069,0,20.0,78.3,2,3,1,0,1,EOL Announced,1
CMP-04103,Semiconductors,TDK,BGA,1.9,65,5,9,1095,0.051,-0.494,9.1,19.5,0.049,1,17.0,92.2,10,4,1,0,0,Mature,0
CMP-04104,Capacitors,ROHM,SOT-23,10.0,180,6,2,18987,0.138,-0.286,5.2,10.8,0.052,2,27.0,81.5,5,0,1,0,1,Last Buy,1
CMP-04105,Inductors,Samsung,SOIC,10.9,250,4,3,8508,0.096,0.089,15.4,-14.3,-0.103,0,18.0,92.9,16,7,1,1,0,Last Buy,0
CMP-04106,ICs,ROHM,QFN,5.5,130,7,3,10,0.101,-0.045,11.7,22.7,0.076,0,60.0,62.3,14,3,1,0,0,Active,0
CMP-04107,Semiconductors,Murata,TSSOP,18.2,22,8,8,86,0.125,0.347,7.2,-1.9,-0.063,1,7.0,56.1,3,0,1,0,0,Declining,0
CMP-04108,Transistors,TDK,TSSOP,27.1,28,6,6,686,-0.039,-0.129,20.0,-1.9,-0.044,0,18.0,57.8,2,0,1,0,0,EOL Announced,1
CMP-04109,Connectors,TDK,DIP,3.6,40,3,5,17357,-0.156,0.445,7.8,9.8,-0.028,1,2.0,43.0,19,3,1,0,0,Mature,0
CMP-04110,Connectors,Texas Instruments,SMD-0603,8.4,180,7,3,10,,-0.117,17.1,15.6,-0.036,0,9.0,53.9,10,6,0,0,0,Declining,0
CMP-04111,Connectors,Infineon,QFN,8.7,65,2,7,1019,0.055,-0.208,12.1,13.2,0.109,0,2.0,74.5,10,5,0,1,0,Declining,0
CMP-04112,Semiconductors,ON Semi,BGA,4.1,250,4,3,2544,0.173,-0.224,26.3,-5.5,-0.081,0,15.0,61.5,101,2,1,0,0,Active,0
CMP-04113,Semiconductors,Vishay,QFN,3.0,250,6,4,527,-0.315,-0.362,33.5,7.1,-0.144,0,40.0,70.3,42,1,1,0,0,Active,0
CMP-04114,Connectors,Samsung,QFN,21.7,65,2,5,263,0.251,0.21,18.7,27.6,0.018,0,21.0,75.6,26,3,1,1,0,Last Buy,0
CMP-04115,Capacitors,Microchip,TSSOP,12.5,130,5,1,147,-0.09,-0.259,7.0,3.8,-0.061,1,60.0,43.7,8,3,1,1,1,Last Buy,0
CMP-04116,Transistors,TDK,SOT-23,1.0,250,7,3,36,0.033,0.311,10.5,16.9,0.011,1,31.0,58.5,5,2,0,0,0,Active,0
CMP-04117,Resistors,Murata,TSSOP,1.0,130,2,3,6749,-0.064,0.119,17.1,-13.8,0.234,1,38.0,100.0,2,2,1,0,0,Active,0
CMP-04118,Semiconductors,Infineon,SMD-0603,20.5,65,3,1,1040,-0.246,0.064,10.2,17.2,0.062,0,23.0,78.6,15,3,0,1,0,Last Buy,0
CMP-04119,Inductors,Texas Instruments,SOIC,0.7,130,5,4,18928,0.034,0.059,24.0,-1.2,0.034,2,5.0,,3,6,0,1,0,Active,0
CMP-04120,Capacitors,Broadcom,QFP,9.3,14,3,4,3842,0.238,0.043,11.4,-1.6,0.095,1,9.0,59.9,5,5,1,1,0,Mature,0
CMP-04121,Connectors,NXP,QFP,2.1,65,5,4,182,-0.065,-0.207,16.6,3.0,-0.012,0,21.0,53.0,86,3,1,0,0,Active,0
CMP-04122,Inductors,Samsung,TSSOP,0.5,22,1,4,101,-0.074,0.08,18.1,-3.3,0.198,0,16.0,54.9,25,2,0,0,0,Active,0
CMP-04123,Transistors,NXP,DIP,0.5,14,5,4,22219,0.207,-0.167,17.2,6.5,0.057,0,14.0,36.9,6,5,1,0,0,Active,0
CMP-04124,Diodes,Intel,TO-220,3.7,180,1,5,40952,0.032,0.037,7.4,5.1,-0.032,1,5.0,67.1,4,6,1,1,0,Mature,0
CMP-04125,Inductors,TDK,TSSOP,0.6,65,1,0,5985,-0.119,0.013,29.8,-17.5,0.095,0,53.0,52.7,2,4,1,1,0,Active,0
CMP-04126,Inductors,STMicro,QFN,7.3,22,2,5,853,-0.091,-0.049,13.5,-4.6,-0.016,0,1.0,77.7,2,4,1,0,0,Declining,0
CMP-04127,ICs,Samsung,DIP,8.3,40,2,0,289,-0.052,-0.021,10.4,20.6,0.009,1,54.0,62.6,10,6,1,0,0,Declining,0
CMP-04128,Capacitors,ROHM,TO-220,3.7,250,3,8,38405,0.114,-0.044,5.0,-4.4,0.146,0,5.0,61.3,47,5,1,0,0,Active,0
CMP-04129,Semiconductors,Vishay,SOIC,10.9,130,3,4,1624,-0.262,0.024,5.0,-0.1,-0.011,0,12.0,52.9,3,2,1,0,0,Declining,0
CMP-04130,Capacitors,Infineon,TSSOP,5.4,7,6,4,115,-0.011,0.106,8.5,18.9,-0.083,0,12.0,60.5,2,4,1,0,0,Active,0
CMP-04131,Capacitors,Murata,SOIC,4.5,250,5,1,488,0.016,-0.411,8.3,41.5,0.038,0,1.0,40.9,6,1,1,0,1,Mature,0
CMP-04132,Inductors,Samsung,SMD-0603,4.2,28,1,4,48,0.08,-0.095,5.7,-20.0,0.0,0,31.0,74.8,2,4,1,1,0,Active,0
CMP-04133,Inductors,Vishay,QFP,4.5,90,4,2,862,0.058,-0.187,8.9,-0.1,-0.13,0,2.0,62.5,10,3,1,0,0,Declining,0
CMP-04134,Connectors,ROHM,QFP,27.5,90,2,6,3157,-0.047,0.221,22.2,18.2,-0.101,0,2.0,71.5,5,3,1,0,0,Last Buy,0
CMP-04135,Semiconductors,ON Semi,TSSOP,9.2,180,1,2,3081,-0.172,0.1,15.3,14.0,0.008,2,4.0,65.9,6,2,1,1,0,Last Buy,0
CMP-04136,Diodes,NXP,DIP,3.0,130,5,7,207,0.072,-0.245,6.0,-7.4,-0.077,0,15.0,87.9,0,1,1,1,0,Declining,0
CMP-04137,Capacitors,ON Semi,TSSOP,10.6,28,2,5,2129,0.158,0.463,22.6,8.0,0.196,3,13.0,70.9,7,2,1,0,0,Last Buy,0
CMP-04138,Inductors,Infineon,SOT-23,3.2,65,3,2,4365,-0.092,-0.262,22.4,-5.2,0.115,0,29.0,56.0,14,4,0,0,0,Mature,0
CMP-04139,Connectors,Renesas,QFP,1.1,40,2,7,539,,-0.161,4.8,-7.5,0.055,0,14.0,48.1,13,4,1,0,0,Active,0
CMP-04140,Capacitors,Texas Instruments,SOT-23,5.2,65,7,3,2290,-0.018,-0.039,28.0,-16.7,-0.005,0,13.0,55.8,18,0,1,1,0,Declining,0
CMP-04141,Semiconductors,TDK,SOT-23,11.1,65,4,4,273,0.086,-0.368,18.0,-14.5,-0.103,1,4.0,57.8,1,4,1,1,0,Last Buy,0
CMP-04142,Semiconductors,Samsung,SOIC,3.8,40,2,6,119,-0.012,0.048,22.5,6.4,0.069,1,6.0,36.6,7,1,0,0,0,Mature,0
CMP-04143,Transistors,Renesas,SMD-0603,16.3,40,5,6,6514,0.161,-0.046,6.8,6.9,0.096,1,11.0,75.5,14,3,1,0,1,Last Buy,0
CMP-04144,Transistors,STMicro,CSP,3.9,22,5,3,250,0.069,0.01,10.0,-13.4,0.126,0,32.0,85.0,0,1,1,1,1,Declining,0
CMP-04145,Inductors,NXP,DIP,3.4,65,4,5,16257,0.026,-0.262,9.1,-4.0,-0.06,1,10.0,75.6,8,3,1,1,0,Mature,0
CMP-04146,Semiconductors,ROHM,SMD-0805,30.0,90,5,1,1427,-0.274,0.053,7.9,6.5,0.053,0,8.0,44.8,2,4,1,1,0,Last Buy,1
CMP-04147,Resistors,NXP,DIP,5.3,40,3,4,915,0.157,0.011,8.2,14.5,0.012,1,25.0,60.6,2,1,1,0,0,Active,0
CMP-04148,Diodes,Samsung,SOT-23,13.1,250,7,7,4280,-0.357,-0.173,7.0,31.3,-0.053,2,24.0,95.9,3,7,1,0,0,Last Buy,1
CMP-04149,Diodes,ROHM,TO-220,13.1,10,4,4,681,-0.311,-0.231,17.6,20.1,,0,31.0,67.5,1,1,1,0,0,EOL Announced,1
CMP-04150,Semiconductors,Intel,TO-220,20.9,65,4,6,901,-0.089,-0.087,13.7,26.8,0.019,1,31.0,57.9,3,9,1,0,0,Declining,0
CMP-04151,Semiconductors,ON Semi,SMD-0603,0.7,65,6,7,2875,0.162,-0.177,23.6,26.0,0.125,1,8.0,74.8,7,4,1,0,0,Active,0
CMP-04152,Inductors,NXP,SOIC,2.5,10,0,6,254,0.016,-0.078,2.9,-16.1,-0.014,0,5.0,60.8,4,3,1,1,0,Active,0
CMP-04153,Resistors,Vishay,SOIC,11.7,22,5,3,23932,-0.042,0.214,15.5,16.1,-0.005,0,39.0,53.5,9,6,0,0,0,Last Buy,0
CMP-04154,Capacitors,Murata,SOT-23,6.6,180,2,8,11700,0.001,-0.022,8.5,-15.8,0.06,0,22.0,94.2,39,3,1,0,0,Active,0
CMP-04155,Semiconductors,TDK,SOT-23,6.6,65,3,7,4282,0.176,-0.009,9.2,16.4,0.034,0,0.0,82.2,25,4,1,0,1,Active,0
CMP-04156,Connectors,NXP,BGA,1.5,40,5,2,68,-0.312,-0.163,10.3,3.2,,1,8.0,67.0,6,5,0,0,1,Active,0
CMP-04157,Transistors,Broadcom,BGA,2.6,40,3,7,6771,0.005,0.292,50.2,17.2,0.234,0,16.0,60.7,5,2,0,0,0,Active,0
CMP-04158,ICs,Vishay,SOT-23,5.9,130,5,5,5322,-0.119,-0.154,7.8,4.5,0.121,0,44.0,69.9,3,1,1,1,0,Declining,0
CMP-04159,Connectors,Infineon,QFP,2.6,28,4,6,474,-0.081,-0.129,17.3,17.8,0.068,2,5.0,70.9,21,2,0,1,0,Active,0
CMP-04160,Connectors,Infineon,DIP,1.9,130,3,0,6605,0.16,0.075,35.4,7.3,-0.084,0,5.0,,9,4,1,0,1,Active,0
CMP-04161,Semiconductors,TDK,QFP,0.7,28,4,7,1460,-0.149,-0.232,5.9,18.7,0.163,0,22.0,32.7,16,0,1,0,0,Active,0
CMP-04162,Connectors,Intel,SOIC,1.4,65,2,3,47,-0.115,0.021,11.8,-13.0,0.02,1,18.0,76.1,7,4,1,0,0,Active,0
CMP-04163,Resistors,Microchip,SMD-0805,11.7,14,3,5,372,0.027,-0.146,5.5,-4.6,-0.106,0,16.0,73.3,2,2,1,1,0,Declining,0
CMP-04164,Connectors,Microchip,DIP,10.1,130,8,5,6450,-0.109,0.335,7.7,-11.8,-0.126,0,10.0,83.5,1,2,1,0,0,Declining,0
CMP-04165,Resistors,STMicro,QFP,0.5,90,1,6,1792,0.191,-0.204,16.1,-1.7,0.021,0,38.0,76.6,3,6,1,0,0,Active,0
CMP-04166,Capacitors,TDK,QFP,1.8,65,3,3,29,0.09,-0.125,11.8,5.3,0.073,0,9.0,88.3,6,1,1,0,0,Active,0
CMP-04167,Semiconductors,Texas Instruments,SMD-0402,6.6,10,6,4,1120,-0.08,-0.117,4.5,5.0,-0.024,3,13.0,69.2,15,4,1,0,0,Active,0
CMP-04168,Capacitors,Intel,DIP,3.1,40,2,3,638,0.207,0.013,17.0,-20.0,-0.004,1,1.0,29.8,7,1,0,0,0,Mature,0
CMP-04169,Semiconductors,NXP,SMD-0805,13.9,22,6,3,56,0.126,0.018,35.8,7.9,-0.047,0,2.0,71.8,6,5,1,0,0,Declining,0
CMP-04170,Semiconductors,Microchip,SMD-0603,12.3,40,5,9,446,0.16,-0.218,17.1,22.7,-0.008,0,60.0,77.2,25,5,1,0,0,Last Buy,0
CMP-04171,ICs,ROHM,SMD-0603,17.8,130,4,7,4845,-0.125,-0.067,9.0,11.4,0.022,1,2.0,78.7,3,3,1,1,0,Last Buy,0
CMP-04172,Resistors,TDK,QFP,6.6,90,7,6,87,0.139,0.02,6.7,-14.6,-0.096,2,19.0,93.3,11,4,1,0,0,Mature,0
CMP-04173,Connectors,ROHM,SOT-23,3.5,22,2,5,1662,-0.174,0.168,12.6,13.2,0.009,0,0.0,79.5,3,4,1,1,0,Active,0
CMP-04174,Transistors,Renesas,SMD-0805,7.5,250,2,8,627,0.088,-0.164,6.5,14.2,-0.016,0,57.0,48.1,0,4,1,1,0,Last Buy,0
CMP-04175,ICs,Broadcom,SMD-0805,0.7,180,4,4,30264,-0.186,-0.427,25.6,-8.1,-0.091,0,12.0,58.6,5,3,1,1,1,Active,0
CMP-04176,Connectors,Microchip,SOIC,0.5,65,4,6,5248,-0.18,0.016,10.7,12.0,0.003,0,26.0,78.9,4,2,1,1,0,Active,0
CMP-04177,Diodes,Analog Devices,TSSOP,0.5,65,10,3,220,-0.023,-0.179,4.6,17.2,0.101,0,5.0,53.8,6,3,1,0,0,Active,0
CMP-04178,Capacitors,Broadcom,TO-220,4.2,180,3,3,71146,-0.021,0.152,9.2,0.9,0.093,0,30.0,84.3,8,2,1,0,1,Declining,0
CMP-04179,Capacitors,ON Semi,SMD-0402,2.1,65,7,4,80,0.004,-0.248,8.5,-4.5,0.0,0,12.0,79.3,25,4,0,1,0,Active,0
CMP-04180,Resistors,Infineon,SOIC,1.4,65,2,1,4359,0.05,-0.18,19.7,22.1,-0.01,0,36.0,58.8,7,3,1,1,0,Active,0
CMP-04181,Inductors,Analog Devices,CSP,7.6,90,2,4,486,0.021,0.176,15.9,20.0,-0.116,0,2.0,50.8,15,1,1,0,0,Mature,0
CMP-04182,Inductors,Vishay,SMD-0805,30.0,22,4,3,10513,0.186,-0.413,13.2,-20.0,-0.113,0,13.0,71.1,19,5,1,0,0,Declining,0
CMP-04183,Capacitors,Broadcom,TSSOP,1.6,130,3,4,308,-0.035,-0.168,8.2,0.1,-0.038,0,7.0,76.4,3,8,1,0,0,Active,0
