supplier_id,country,component_category,years_in_business,num_manufacturing_sites,annual_revenue_millions,num_employees,on_time_delivery_rate,defect_rate_ppm,lead_time_days,lead_time_variability,financial_health_score,debt_to_equity_ratio,num_certifications,has_iso9001,has_iso14001,has_iatf16949,num_customers,single_source_pct,sub_tier_visibility,recent_disruption_events,news_sentiment_score,compliance_violations,geographic_risk_index,risk_label
SUP-1503,Taiwan,Connectors,1,1,59.3,896,0.724,52.0,9,0.115,54.3,1.82,5,1,1,1,12,0.154,0,0,0.6,0,0.631,Medium
SUP-1504,South Korea,Connectors,8,1,1179.8,505,0.933,1785.0,42,0.372,100.0,0.31,2,1,0,0,4,0.181,3,0,0.204,0,0.327,Low
SUP-1505,South Korea,Semiconductors,4,4,4.8,2778,0.852,1014.0,31,0.437,95.2,0.69,1,1,1,0,23,0.339,1,0,0.994,0,0.33,Low
SUP-1506,USA,Semiconductors,15,4,23.7,116,0.951,492.0,18,0.04,49.7,,2,1,0,0,36,0.21,2,0,0.228,0,0.106,Medium
SUP-1507,Germany,Memory,1,6,57.3,1161,0.963,855.0,5,0.023,67.8,1.12,5,0,1,0,7,0.258,2,1,0.583,0,0.074,Medium
SUP-1508,USA,PCB,10,5,300.7,426,0.742,1093.0,35,0.193,71.6,0.09,3,0,0,0,15,0.339,3,1,0.09,1,0.135,Medium
SUP-1509,India,Sensors,34,3,99.4,928,0.692,150.0,14,0.006,69.1,0.17,9,0,1,1,8,0.388,0,0,0.435,0,0.403,Medium
SUP-1510,Thailand,Power Management,2,1,87.0,238,0.925,947.0,24,0.1,100.0,1.29,1,0,1,0,69,0.255,1,0,0.947,0,0.363,Low
SUP-1511,India,Sensors,7,4,10.1,1459,0.857,108.0,20,0.239,66.7,0.16,3,1,0,1,13,0.595,2,0,0.829,0,0.485,Low
SUP-1512,UK,PCB,1,5,9.6,574,0.5,267.0,50,0.123,69.7,0.79,4,1,0,1,9,0.388,2,0,0.797,0,0.127,Medium
SUP-1513,China,Semiconductors,11,4,88.6,178,0.799,409.0,18,0.031,78.8,2.81,1,1,0,1,19,0.23,2,0,0.561,0,0.627,Medium
SUP-1514,China,Memory,9,2,7.1,397,0.782,626.0,19,0.1,,0.59,3,1,0,0,16,0.58,2,0,0.93,0,0.715,Medium
SUP-1515,China,Memory,6,1,24.6,302,0.89,15.0,51,0.381,83.7,0.17,2,1,0,1,39,0.43,2,1,0.651,1,0.609,Medium
SUP-1516,USA,Semiconductors,8,5,115.7,725,0.647,172.0,13,0.144,75.8,0.31,1,0,0,1,67,0.103,3,0,0.738,0,0.08,Low
SUP-1517,Malaysia,Sensors,27,4,12.5,97,0.978,469.0,32,0.192,33.8,1.39,3,0,1,0,68,0.527,3,0,1.0,0,0.293,Medium
SUP-1518,China,Passive Components,2,8,606.7,389,0.887,221.0,17,0.061,55.2,0.35,4,1,0,1,13,0.078,0,0,0.818,0,0.495,Low
SUP-1519,Philippines,Passive Components,1,1,342.4,648,0.988,746.0,11,0.031,81.4,1.03,2,1,0,0,27,0.408,1,0,0.587,0,0.469,Low
SUP-1520,China,Semiconductors,23,1,5.2,419,0.88,527.0,20,0.044,70.0,,1,1,1,0,88,0.113,2,0,0.702,0,0.671,Low
SUP-1521,UK,Passive Components,10,1,13.5,2031,0.5,134.0,30,0.114,81.5,0.56,2,1,0,0,92,0.106,1,0,0.881,0,0.083,Low
SUP-1522,South Korea,Displays,26,4,1.8,1021,0.793,79.0,45,0.049,,1.22,5,0,0,1,8,0.404,0,0,0.724,0,0.366,Medium
SUP-1523,China,PCB,10,1,16.9,399,0.808,496.0,48,0.117,41.5,0.3,2,1,0,1,36,0.386,1,0,0.757,0,0.552,Medium
SUP-1524,Japan,PCB,19,1,172.4,523,0.595,299.0,16,0.185,87.8,0.58,2,1,1,1,30,0.135,3,0,0.858,0,0.111,Low
SUP-1525,Taiwan,Semiconductors,6,8,29.3,575,0.62,93.0,11,0.199,58.4,0.93,0,1,0,0,50,0.041,0,0,1.0,1,0.661,Medium
SUP-1526,Taiwan,Connectors,16,1,109.0,654,0.845,198.0,16,0.027,83.7,0.15,1,1,0,0,69,0.335,3,1,0.413,1,0.627,Medium
SUP-1527,Taiwan,Power Management,29,5,5.6,45,0.562,181.0,9,0.208,64.2,0.26,1,1,1,0,7,0.206,0,0,,0,0.773,Medium
SUP-1528,Thailand,Sensors,10,2,180.7,280,0.918,57.0,17,0.168,100.0,0.84,0,1,0,1,10,0.173,2,0,0.692,1,0.426,Low
SUP-1529,Germany,Semiconductors,2,5,23.7,67,0.864,396.0,16,0.002,67.6,0.85,4,1,0,0,49,0.181,1,1,0.523,1,0.131,Medium
SUP-1530,Taiwan,Passive Components,3,3,55.6,1870,0.855,721.0,31,0.009,52.2,0.54,1,1,0,0,23,0.497,1,1,0.471,1,0.664,Medium
SUP-1531,USA,Sensors,2,6,47.5,375,0.804,428.0,5,0.156,73.4,1.27,6,1,1,1,2,0.241,3,0,0.93,0,0.14,Low
SUP-1532,India,Connectors,3,6,8.1,319,0.882,875.0,12,0.073,71.5,0.53,1,0,1,1,3,0.116,3,1,0.396,0,0.425,Medium
SUP-1533,Taiwan,Passive Components,4,1,9.7,1183,0.693,68.0,12,0.024,87.8,1.71,2,1,1,1,38,0.241,1,0,0.318,0,0.677,Medium
SUP-1534,South Korea,Memory,9,1,233.2,669,0.868,286.0,40,0.007,74.0,1.07,3,1,1,0,46,0.358,2,0,,0,0.354,Low
SUP-1535,China,Power Management,10,1,99.3,104,0.976,470.0,10,0.026,100.0,,4,1,1,1,5,0.33,2,1,0.244,0,0.558,Medium
SUP-1536,China,Displays,6,3,263.8,370,0.889,564.0,23,0.474,62.8,0.4,0,0,1,1,60,0.24,0,0,0.431,0,0.55,Medium
SUP-1537,Vietnam,Passive Components,11,5,88.9,269,0.541,595.0,18,0.195,63.0,0.88,5,1,0,1,16,0.294,0,0,0.389,0,0.444,Medium
SUP-1538,China,Displays,1,2,67.7,49,0.721,653.0,37,0.113,52.9,1.8,6,1,1,1,7,0.124,2,0,0.617,0,0.593,Medium
SUP-1539,Germany,Sensors,1,3,4.1,176,0.937,527.0,28,0.426,66.7,0.16,1,1,0,1,11,0.093,1,0,0.889,1,0.203,Low
SUP-1540,Vietnam,Displays,2,1,36.4,323,0.887,49.0,21,0.145,69.6,0.58,2,0,1,0,5,0.159,1,1,0.482,0,0.487,Medium
SUP-1541,China,Sensors,8,4,52.4,351,0.929,594.0,14,0.194,70.6,0.1,1,1,0,0,10,0.42,3,1,0.773,0,0.535,Medium
SUP-1542,Germany,Sensors,2,7,1022.1,68,0.718,645.0,6,0.05,66.3,0.26,4,1,1,1,3,0.281,0,3,0.75,0,0.069,Medium
SUP-1543,Taiwan,Sensors,3,1,153.0,1606,0.674,2516.0,23,0.133,52.8,0.93,4,1,1,0,18,0.121,1,0,0.156,0,0.677,Medium
SUP-1544,France,Sensors,6,2,546.8,356,0.857,591.0,27,0.023,47.4,0.06,4,1,0,0,36,0.223,3,0,0.49,1,0.102,Medium
SUP-1545,Japan,Sensors,20,1,133.8,422,0.751,581.0,7,0.078,57.5,0.87,4,1,1,1,5,0.174,1,0,0.525,0,0.168,Low
SUP-1546,Thailand,Passive Components,1,3,18.8,652,0.769,362.0,9,0.005,87.8,1.85,7,1,0,0,20,0.131,2,0,0.676,2,0.295,Medium
SUP-1547,Germany,Sensors,12,2,65.1,156,0.97,1012.0,23,0.037,92.1,2.79,4,1,0,0,8,0.271,0,1,0.714,1,0.039,Medium
SUP-1548,China,Passive Components,13,1,77.8,697,0.836,2878.0,24,0.012,63.5,0.2,3,1,1,0,39,0.378,3,0,0.666,0,0.535,Low
SUP-1549,USA,Sensors,19,2,13.3,259,0.808,755.0,11,0.074,46.2,1.11,8,1,0,0,1,0.124,0,2,0.421,0,0.151,Medium
SUP-1550,UK,Displays,32,2,30.7,137,0.973,474.0,14,0.278,63.4,2.09,5,1,1,1,40,0.375,1,0,,0,0.049,Medium
SUP-1551,USA,Memory,1,2,40.1,802,0.874,41.0,6,0.071,100.0,0.08,4,1,0,1,3,0.137,0,1,0.299,0,0.114,Low
SUP-1552,Thailand,Sensors,2,3,606.9,2416,0.778,649.0,45,0.267,85.0,0.43,6,1,1,1,16,0.278,1,1,0.613,1,0.423,Medium
SUP-1553,Malaysia,Connectors,26,1,2.4,962,0.633,616.0,9,0.16,76.0,2.01,3,1,1,1,9,0.124,3,0,0.527,0,0.275,Medium
SUP-1554,China,Sensors,7,4,333.2,1221,0.797,747.0,27,0.107,84.3,0.18,3,1,1,0,14,0.419,1,0,,0,0.479,Low
SUP-1555,China,Sensors,9,4,13.4,215,0.919,67.0,19,0.041,95.8,2.17,1,1,1,0,4,0.429,0,1,0.739,0,0.659,Medium
SUP-1556,USA,Displays,13,2,7.0,59,0.759,530.0,43,0.383,41.9,0.6,3,0,0,1,105,0.408,1,1,0.533,0,0.166,Medium
SUP-1557,South Korea,Power Management,13,1,320.5,2411,0.641,175.0,12,0.008,57.2,0.08,3,1,0,1,5,0.283,3,0,0.656,2,0.299,Medium
SUP-1558,Mexico,PCB,32,4,163.7,4747,0.729,714.0,20,0.175,54.4,0.48,4,1,1,0,6,0.121,0,0,0.557,0,0.316,Low
SUP-1559,Philippines,Displays,50,7,358.4,2569,0.911,137.0,7,0.146,76.7,0.32,1,1,1,1,120,0.392,2,0,0.377,0,0.54,Low
SUP-1560,South Korea,Connectors,15,1,181.5,269,0.85,576.0,6,0.087,,0.27,4,1,1,1,27,0.663,2,1,0.44,0,0.264,Medium
SUP-1561,China,PCB,4,2,1199.6,100,0.856,175.0,28,0.041,80.1,0.62,2,1,1,0,5,0.064,3,1,0.146,1,0.64,Medium
SUP-1562,Thailand,Semiconductors,25,1,126.2,112,0.842,5.0,6,0.085,54.9,,2,1,0,0,17,0.489,2,0,0.521,0,0.325,Medium
SUP-1563,Taiwan,Semiconductors,1,3,43.2,53,0.893,502.0,17,0.309,92.4,0.53,5,1,1,0,15,0.31,0,2,,1,0.723,Medium
SUP-1564,Mexico,Power Management,3,1,91.3,354,0.729,60.0,36,0.272,63.6,0.07,1,1,1,0,3,0.369,1,0,0.381,0,0.285,Low
SUP-1565,South Korea,Connectors,27,2,352.6,2770,0.938,538.0,31,0.426,78.9,1.3,1,1,0,1,9,0.193,0,0,0.764,1,0.319,Medium
SUP-1566,Vietnam,Displays,3,3,17.0,340,0.889,1299.0,13,0.055,88.9,0.53,0,1,1,1,19,0.226,2,0,0.705,2,0.5,Medium
SUP-1567,China,Passive Components,2,3,20.5,579,0.815,1741.0,7,0.073,87.3,1.38,2,1,0,1,71,0.232,0,0,0.711,1,0.582,Medium
SUP-1568,USA,Connectors,1,2,34.3,2102,0.752,135.0,27,0.003,72.2,1.39,5,1,0,1,16,0.287,0,0,0.738,1,0.08,Medium
SUP-1569,Japan,Memory,23,2,2.3,248,0.631,828.0,44,0.43,,0.31,2,0,0,1,17,0.356,1,0,0.6,0,0.204,Medium
SUP-1570,USA,PCB,8,3,67.2,4640,0.94,218.0,13,0.06,99.8,0.0,2,0,1,0,8,0.092,3,0,0.598,0,0.096,Low
SUP-1571,China,PCB,13,1,3.2,4405,0.676,1154.0,12,0.078,75.3,1.94,1,1,0,1,60,0.416,2,0,0.766,0,0.62,Medium
SUP-1572,India,Sensors,3,1,59.1,344,0.807,774.0,14,0.358,50.4,1.14,2,1,0,1,49,0.164,0,0,,0,0.592,Medium
SUP-1573,Malaysia,Semiconductors,17,5,199.9,201,0.823,38.0,28,0.112,76.7,0.09,2,1,1,1,44,0.469,1,0,0.805,0,0.237,Low
SUP-1574,China,Power Management,17,1,26.7,931,0.756,261.0,41,0.125,64.3,0.97,4,0,0,0,22,0.446,0,1,0.591,0,0.561,Medium
SUP-1575,China,PCB,4,4,675.6,265,0.855,206.0,9,0.029,18.0,0.02,3,1,0,0,4,0.21,1,1,0.403,0,0.517,Medium
SUP-1576,China,Connectors,6,6,6.1,100,0.939,769.0,8,0.104,74.2,0.02,1,1,1,0,59,0.073,2,0,0.647,1,0.515,Low
SUP-1577,USA,PCB,2,1,326.0,1877,0.986,264.0,81,0.376,67.3,0.6,1,1,0,1,21,0.529,2,0,0.484,0,0.195,Low
SUP-1578,USA,Power Management,45,2,150.3,1736,0.986,577.0,18,0.123,88.1,0.08,2,0,0,0,14,0.449,3,1,0.731,0,0.079,Low
SUP-1579,Germany,Power Management,12,3,4.2,486,0.77,461.0,23,0.044,50.0,,6,0,0,0,31,0.289,3,0,0.658,0,0.0,Low
SUP-1580,China,Power Management,32,5,3184.9,88,0.797,1857.0,13,0.005,34.9,1.79,5,1,1,1,25,0.472,1,0,0.61,1,0.586,Medium
SUP-1581,South Korea,Connectors,4,6,49.6,92,0.999,1389.0,26,0.061,68.4,0.84,1,0,1,0,6,0.252,3,0,0.522,0,0.275,Low
SUP-1582,USA,Passive Components,18,4,14.6,458,0.599,279.0,35,0.128,72.6,0.05,1,1,0,0,14,0.228,2,1,0.8,0,0.048,Low
SUP-1583,Japan,Sensors,17,1,6.6,221,0.834,643.0,24,0.007,66.9,0.31,4,1,1,1,2,0.508,2,0,0.785,0,0.128,Low
SUP-1584,Brazil,Semiconductors,14,3,39.3,267,0.75,884.0,57,0.141,65.4,0.37,2,1,0,0,21,0.132,3,0,0.488,0,0.408,Low
SUP-1585,China,PCB,40,2,45.1,1375,0.5,1146.0,16,0.111,43.6,,1,0,0,0,75,0.306,3,0,0.354,0,0.579,Medium
SUP-1586,Vietnam,Connectors,6,2,63.7,972,0.881,35.0,17,0.229,62.2,0.15,2,1,1,0,3,0.51,3,1,0.636,0,0.543,Medium
SUP-1587,South Korea,Displays,1,1,34.9,2108,0.809,180.0,23,0.004,58.0,0.69,4,1,0,0,22,0.147,1,0,0.837,0,0.297,Low
SUP-1588,South Korea,Semiconductors,13,1,141.2,122,0.971,193.0,26,0.228,86.5,0.46,0,1,1,0,39,0.095,1,0,,0,0.301,Low
SUP-1589,India,Passive Components,15,4,30.5,267,0.798,285.0,23,0.11,72.6,2.35,4,1,0,1,45,0.31,3,1,0.694,1,0.44,Medium
SUP-1590,Vietnam,Connectors,10,2,3.0,1003,0.711,93.0,9,0.069,59.4,,1,0,1,0,9,0.167,1,1,0.436,0,0.438,Medium
SUP-1591,Brazil,Memory,2,2,43.6,690,0.902,343.0,24,0.505,99.5,,3,1,1,0,6,0.236,2,0,0.397,0,0.34,Low
SUP-1592,China,Memory,8,2,1.6,2537,0.897,544.0,16,0.026,59.6,0.83,6,0,0,0,11,0.349,2,1,0.786,0,0.606,Medium
SUP-1593,China,Sensors,4,5,92.8,668,0.663,344.0,14,0.117,76.2,0.12,6,1,0,0,66,0.507,2,0,0.73,2,0.562,Medium
SUP-1594,India,Sensors,6,4,12.6,3706,0.885,548.0,20,0.058,61.7,0.2,3,0,0,0,3,0.094,0,0,,0,0.48,Low
SUP-1595,Germany,Passive Components,12,1,69.8,771,0.942,34.0,11,0.112,97.6,1.85,4,1,0,0,5,0.137,1,0,0.758,0,0.083,Low
SUP-1596,Taiwan,Passive Components,16,1,391.9,1443,0.884,1044.0,10,0.121,66.7,0.96,4,0,1,0,12,0.277,3,0,0.737,0,0.661,Medium
SUP-1597,China,Sensors,3,1,13.2,273,0.669,1399.0,4,0.014,67.3,0.17,4,1,1,0,7,0.05,1,1,0.303,0,0.613,Medium
SUP-1598,China,PCB,6,6,268.2,410,0.921,481.0,57,0.162,,0.68,2,1,0,0,19,0.144,2,0,0.617,1,0.601,Medium
SUP-1599,Malaysia,PCB,3,3,28.5,1203,0.871,1066.0,28,0.151,68.9,2.18,7,1,0,0,82,0.479,2,0,0.883,0,0.217,Low
SUP-1600,China,Connectors,2,2,757.3,2794,0.787,70.0,18,0.22,89.0,0.34,2,0,0,1,6,0.218,0,0,0.695,0,0.509,Low
SUP-1601,Taiwan,Displays,18,3,31.6,967,0.757,798.0,13,0.014,81.9,0.16,4,1,1,0,17,0.324,0,0,0.077,0,0.729,Medium
SUP-1602,China,Connectors,28,2,15.5,365,0.942,63.0,3,0.053,65.6,2.28,2,1,0,0,19,0.162,2,0,0.386,1,0.563,Medium
SUP-1603,South Korea,Displays,5,4,153.1,2106,0.861,262.0,12,0.158,99.0,0.49,5,1,1,0,14,0.275,0,1,0.799,0,0.308,Low
SUP-1604,China,Passive Components,16,2,28.4,29,0.586,196.0,30,0.022,82.5,0.43,2,1,1,0,4,0.115,1,2,0.489,0,0.612,Medium
SUP-1605,Germany,Semiconductors,27,1,15.5,73,0.695,440.0,35,0.17,56.2,0.25,4,1,1,0,10,0.267,3,0,0.824,0,0.16,Medium
SUP-1606,China,Connectors,22,1,26.7,914,0.889,179.0,29,0.009,37.4,1.78,3,0,0,0,10,0.386,2,1,1.0,0,0.682,Medium
SUP-1607,Thailand,Connectors,2,2,51.1,410,0.856,507.0,22,0.061,56.7,1.49,2,1,1,1,37,0.321,3,1,0.552,0,0.343,Medium
SUP-1608,China,Displays,37,6,408.8,834,0.5,229.0,43,0.281,73.3,0.41,4,1,1,1,30,0.221,1,1,0.476,1,0.593,Medium
SUP-1609,Germany,Power Management,5,2,3.0,435,0.814,986.0,16,0.223,76.9,0.02,3,1,1,0,4,0.398,2,2,0.399,0,0.094,Medium
SUP-1610,Malaysia,Passive Components,4,5,56.5,800,0.727,502.0,38,0.155,,0.47,0,1,0,0,13,0.327,1,1,,2,0.376,Medium
SUP-1611,Vietnam,Passive Components,1,4,139.4,151,0.599,121.0,15,0.307,43.1,0.16,3,1,1,0,12,0.343,0,0,0.479,0,0.428,Low
SUP-1612,Germany,Memory,7,1,73.0,799,0.845,205.0,11,0.185,56.2,0.12,4,1,1,1,141,0.508,3,0,0.52,0,0.172,Low
SUP-1613,Taiwan,Power Management,1,1,389.5,1330,0.937,940.0,10,0.11,41.4,0.4,4,1,0,0,26,0.512,0,0,0.378,1,0.728,Medium
SUP-1614,Taiwan,Displays,3,1,48.8,1745,0.844,244.0,10,0.585,38.2,0.08,2,1,1,0,6,0.398,0,1,0.513,0,0.673,Medium
SUP-1615,Vietnam,Passive Components,4,4,41.4,4519,0.702,384.0,29,0.178,52.4,,4,1,0,0,9,0.407,3,1,0.459,1,0.544,Medium
SUP-1616,Brazil,Power Management,19,1,132.8,540,0.835,523.0,12,0.138,72.3,0.04,6,0,1,1,13,0.504,3,3,0.204,0,0.381,High
SUP-1617,Vietnam,Sensors,25,2,63.4,560,0.621,214.0,10,0.079,80.4,0.41,4,1,1,0,28,0.133,3,0,0.432,0,0.419,Low
SUP-1618,Germany,Power Management,4,2,30.4,64,0.848,174.0,30,0.349,46.0,0.14,2,1,0,0,32,0.127,0,2,0.749,0,0.106,Medium
SUP-1619,India,PCB,23,4,118.4,213,0.973,322.0,24,0.053,48.8,0.93,5,1,0,1,24,0.399,0,2,0.87,0,0.437,Medium
SUP-1620,Japan,Memory,23,1,20.5,319,0.75,121.0,35,0.001,29.4,0.07,3,1,0,0,16,0.208,1,2,0.579,0,0.126,Medium
SUP-1621,China,Sensors,17,2,21.8,1422,0.867,167.0,27,0.033,69.3,0.63,4,1,0,0,17,0.215,2,2,0.607,0,0.56,Medium
SUP-1622,Germany,Semiconductors,1,2,24.7,193,0.864,32.0,12,0.017,50.4,1.19,3,1,0,1,17,0.217,0,1,0.657,0,0.131,Medium
SUP-1623,UK,Connectors,14,2,415.6,1049,0.952,181.0,21,0.058,98.3,2.4,4,1,1,1,3,0.261,0,1,0.993,0,0.099,Medium
SUP-1624,China,Memory,34,4,1.0,402,0.844,193.0,21,0.262,73.2,0.96,1,0,1,1,18,0.517,2,0,0.398,1,0.576,Medium
SUP-1625,Vietnam,Semiconductors,13,1,98.8,326,0.926,1633.0,11,0.158,61.6,0.08,5,1,1,0,11,0.213,2,0,,1,0.47,Low
SUP-1626,China,Connectors,4,4,57.5,543,0.611,445.0,10,0.028,52.2,0.07,8,1,1,1,3,0.313,0,1,0.59,0,0.577,Medium
SUP-1627,Germany,PCB,8,3,4.4,252,0.876,774.0,13,0.233,35.1,1.05,2,1,0,1,225,0.288,3,2,0.679,0,0.071,Medium
SUP-1628,China,Power Management,12,3,86.9,241,0.89,23.0,68,0.105,37.6,0.19,4,1,0,0,27,0.173,1,1,0.593,0,0.58,Medium
SUP-1629,Japan,Passive Components,8,3,111.5,52,0.753,56.0,15,0.108,52.6,,4,0,1,0,20,0.277,3,1,0.327,0,0.186,Medium
SUP-1630,India,Sensors,1,2,132.2,299,0.773,842.0,42,0.067,51.0,3.0,4,0,0,1,13,0.305,3,1,0.777,0,0.431,Medium
SUP-1631,Taiwan,Displays,4,1,1.0,226,0.929,488.0,15,0.3,45.0,1.37,4,1,0,0,41,0.116,1,0,0.572,0,0.708,Medium
SUP-1632,Vietnam,Sensors,19,3,423.9,217,0.93,106.0,34,0.057,72.5,1.5,3,1,0,0,6,0.457,1,0,0.711,0,0.481,Medium
SUP-1633,Thailand,PCB,23,2,18.1,665,0.74,259.0,34,0.015,75.3,1.58,4,1,1,0,14,0.403,1,0,0.911,2,0.311,Medium
SUP-1634,Philippines,Semiconductors,1,3,152.9,889,0.598,387.0,35,0.054,55.8,0.77,3,1,1,0,7,0.349,3,0,0.307,1,0.461,Medium
SUP-1635,China,Displays,36,2,165.9,533,0.853,928.0,25,0.188,100.0,1.09,2,1,1,1,41,0.239,0,0,0.256,1,0.564,Medium
SUP-1636,South Korea,Passive Components,4,6,14.7,1332,0.677,31.0,45,0.161,30.1,0.36,1,0,0,0,8,0.231,2,3,0.713,0,0.333,High
SUP-1637,China,PCB,13,3,147.0,804,0.86,454.0,25,0.031,66.2,5.0,0,0,1,0,60,0.341,2,0,0.193,0,0.683,High
SUP-1638,Brazil,Displays,16,1,30.6,283,0.926,631.0,56,0.018,60.6,0.26,2,0,0,1,18,0.2,1,0,,0,0.367,Low
SUP-1639,Philippines,PCB,20,2,2.4,231,0.853,1906.0,7,0.162,54.0,0.71,4,1,1,1,43,0.453,3,0,0.486,0,0.495,Medium
SUP-1640,Germany,Power Management,34,4,314.7,587,0.816,823.0,24,0.169,51.0,0.27,1,1,0,1,29,0.199,3,1,0.672,0,0.079,Medium
SUP-1641,Mexico,PCB,4,4,17.1,803,0.879,162.0,23,0.068,64.9,0.1,1,1,1,0,57,0.397,0,0,0.467,1,0.335,Low
SUP-1642,Germany,Passive Components,23,2,15.2,2159,0.606,618.0,11,0.278,60.5,,1,0,1,0,7,0.463,1,1,0.698,0,0.119,Medium
SUP-1643,USA,Memory,1,5,29.8,1684,0.898,720.0,28,0.574,57.2,0.35,3,1,1,0,49,0.179,1,0,0.387,0,0.002,Medium
SUP-1644,China,Connectors,14,1,82.1,210,0.9,654.0,8,0.035,39.0,0.7,1,0,1,0,3,0.413,3,0,0.352,0,0.514,Medium
SUP-1645,India,Displays,16,2,50.1,356,0.829,858.0,13,0.129,,0.65,5,1,1,0,20,0.233,1,0,0.604,0,0.453,Medium
SUP-1646,China,Power Management,13,5,124.2,902,0.791,1170.0,6,0.001,,0.63,1,0,0,1,11,0.337,3,1,0.621,0,0.469,Medium
SUP-1647,Mexico,Passive Components,3,5,7.3,1453,0.966,52.0,51,0.187,57.0,0.11,2,0,1,0,4,0.402,1,0,0.659,0,0.404,Medium
SUP-1648,Thailand,PCB,24,3,17.9,1244,0.731,55.0,17,0.08,61.1,0.46,4,1,1,0,8,0.138,1,0,0.896,0,0.467,Low
SUP-1649,Vietnam,Power Management,2,5,45.9,373,0.647,796.0,73,0.032,62.8,1.34,0,1,1,1,10,0.239,2,0,0.856,0,0.518,Medium
SUP-1650,China,Passive Components,1,1,940.9,89,0.882,145.0,32,0.209,54.5,0.3,5,1,0,0,16,0.334,0,0,0.69,0,0.593,Low
SUP-1651,Taiwan,Memory,15,5,46.0,121,0.874,30.0,26,0.25,60.8,0.47,2,1,0,0,11,0.018,3,0,0.762,0,0.755,Low
SUP-1652,Taiwan,Power Management,7,2,278.1,559,0.874,256.0,14,0.018,47.9,0.54,2,0,1,0,21,0.305,0,0,0.652,0,0.677,Low
SUP-1653,South Korea,Power Management,22,1,57.8,608,0.764,857.0,10,0.006,95.5,1.59,6,1,1,0,8,0.172,3,0,0.836,1,0.281,Low
SUP-1654,China,Connectors,5,1,26.4,107,0.794,68.0,27,0.061,49.0,0.85,4,1,0,1,12,0.305,3,0,0.673,0,0.593,Low
SUP-1655,UK,Sensors,2,2,37.7,425,0.889,557.0,19,0.148,57.6,,3,0,0,1,15,0.527,3,0,0.49,0,0.059,Medium
SUP-1656,Germany,Displays,21,1,42.4,860,0.953,2.0,8,0.237,50.5,1.6,1,1,1,0,24,0.273,1,0,0.45,1,0.165,Medium
SUP-1657,Taiwan,Connectors,9,2,135.0,101,0.729,58.0,8,0.118,50.2,1.43,3,1,0,0,46,0.121,2,0,0.83,0,0.763,Medium
SUP-1658,South Korea,Semiconductors,2,1,429.2,1519,0.799,216.0,11,0.13,65.5,1.12,2,1,0,0,47,0.303,1,0,0.563,0,0.253,Low
SUP-1659,Japan,Displays,15,1,93.6,256,0.603,44.0,59,0.241,63.0,0.5,5,1,1,1,25,0.127,3,1,0.983,0,0.113,Medium
SUP-1660,USA,Connectors,8,3,324.0,1824,0.967,935.0,75,0.113,55.8,1.13,1,1,0,1,30,0.287,0,0,0.379,0,0.083,Medium
SUP-1661,Germany,PCB,11,2,12.8,212,0.78,998.0,22,0.142,59.3,0.52,3,1,1,0,27,0.251,1,1,0.85,0,0.16,Low
SUP-1662,Philippines,Displays,7,2,29.3,117,0.733,704.0,21,0.109,50.6,1.07,4,1,0,1,14,0.459,3,1,0.515,0,0.432,Medium
SUP-1663,Japan,Displays,21,4,18.4,232,0.779,139.0,16,0.319,73.0,,3,1,1,0,49,0.533,1,1,0.681,0,0.158,Medium
SUP-1664,Brazil,Passive Components,21,5,87.5,359,0.683,370.0,11,0.04,100.0,1.77,3,1,1,0,8,0.285,1,0,0.34,0,0.347,Medium
SUP-1665,Mexico,PCB,14,4,31.9,253,0.932,102.0,45,0.046,47.5,0.48,2,1,0,0,2,0.06,2,0,0.232,0,0.426,Low
SUP-1666,China,Semiconductors,1,2,163.1,311,0.812,165.0,61,0.021,72.9,1.57,3,1,1,1,7,0.281,3,2,0.896,0,0.542,Medium
SUP-1667,UK,Sensors,21,4,13.5,602,0.729,363.0,11,0.257,65.9,0.09,6,1,1,0,81,0.235,1,1,,0,0.079,Medium
SUP-1668,China,Power Management,13,1,58.2,328,0.913,664.0,19,0.08,78.4,0.09,3,1,1,1,14,0.305,3,0,0.797,0,0.515,Low
SUP-1669,Thailand,Memory,14,1,153.0,372,0.735,50.0,15,0.064,78.9,0.64,3,1,1,0,26,0.134,1,0,0.469,0,0.462,Low
SUP-1670,South Korea,Connectors,5,2,2.5,51,0.907,176.0,15,0.597,69.1,0.84,6,0,1,1,15,0.261,3,0,0.797,0,0.298,Medium
SUP-1671,Malaysia,Passive Components,25,4,1316.1,645,0.684,1306.0,40,0.392,64.2,0.13,6,1,1,0,35,0.159,1,1,0.514,1,0.389,Medium
SUP-1672,Malaysia,Connectors,15,1,35.7,362,0.829,280.0,9,0.536,56.3,0.51,3,1,0,0,21,0.1,0,2,0.358,0,0.251,Medium
SUP-1673,Thailand,Semiconductors,1,1,2.6,2785,0.801,1397.0,26,0.023,49.7,0.08,3,1,1,0,18,0.43,3,3,,0,0.452,High
SUP-1674,Thailand,Power Management,6,1,69.2,130,0.81,2378.0,31,0.333,63.1,0.74,4,1,1,1,37,0.474,1,1,0.789,0,0.42,Medium
SUP-1675,Taiwan,Semiconductors,26,5,57.4,46,0.812,374.0,18,0.06,39.3,1.55,4,1,1,1,12,0.1,1,0,0.728,1,0.66,Medium
SUP-1676,China,Displays,1,3,48.3,846,0.915,170.0,34,0.002,53.1,1.07,2,0,1,0,29,0.269,1,0,0.571,1,0.567,Medium
